









Frequency of observations in the selected location(s).:
Number of taxa: 	451

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
minivet sp. (<em class="sci">Pericrocotus sp.</em>)	0.0136054	0.0	0.005618	0.0	0.0	0.0	0.0118343	0.009009	0.0	0.0	0.0	0.0030864	0.0	0.0015	0.0	0.0	0.025974	0.0	0.0	0.0	0.030303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0175439	0.0	0.0	0.0	0.0105263	0.0291971	0.0	0.0505051	0.006135	0.0	0.0107914	
Oriental Cuckooshrike (<em class="sci">Coracina javensis</em>)	0.0204082	0.0276243	0.0730337	0.0436364	0.0152284	0.030303	0.0236686	0.0225225	0.0384615	0.0143885	0.0099502	0.0030864	0.0179372	0.034188	0.0	0.0077519	0.012987	0.0378788	0.0125	0.0291262	0.0	0.037037	0.0408163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0344828	0.0	0.0	0.0	0.0	0.0	0.0422535	0.0188679	0.0421053	0.0072993	0.0212766	0.030303	0.0245399	0.0299401	0.0179856	
Coracina sp. (<em class="sci">Coracina sp.</em>)	0.0068027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-winged Cuckooshrike (<em class="sci">Lalage melaschistos</em>)	0.0340136	0.038674	0.0505618	0.0254545	0.0913706	0.0555556	0.0650888	0.045045	0.0147929	0.0359712	0.0149254	0.0246914	0.0403587	0.0598291	0.0125	0.0155039	0.0	0.0454545	0.0375	0.0291262	0.0606061	0.0	0.0204082	0.0015	0.037037	0.0	0.0454545	0.0227273	0.0	0.047619	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0322581	0.0350877	0.0	0.084507	0.0	0.1052632	0.0437956	0.0212766	0.0808081	0.0306748	0.011976	0.0539568	
Indochinese Cuckooshrike (<em class="sci">Lalage polioptera</em>)	0.1156463	0.1823204	0.1235955	0.16	0.1269036	0.1515152	0.1360947	0.1261261	0.2130178	0.1798561	0.1343284	0.117284	0.0717489	0.042735	0.125	0.1472868	0.0649351	0.2045455	0.1375	0.0097087	0.0015	0.2222222	0.1428571	0.0769231	0.037037	0.0909091	0.2727273	0.0454545	0.0	0.0952381	0.0	0.0769231	0.0	0.1034483	0.0	0.34375	0.0967742	0.0877193	0.2	0.0985915	0.3018868	0.1263158	0.0875912	0.1489362	0.1313131	0.1840491	0.1616766	0.1151079	
cuckooshrike sp. (<em class="sci">Campephagidae sp.</em>)	0.0	0.0	0.005618	0.0036364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025641	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072993	0.0	0.0	0.0	0.0	0.0035971	
White-bellied Erpornis (<em class="sci">Erpornis zantholeuca</em>)	0.0340136	0.0165746	0.0	0.0072727	0.0152284	0.010101	0.0118343	0.018018	0.0177515	0.0071942	0.0248756	0.0185185	0.0134529	0.0	0.025	0.0155039	0.012987	0.0151515	0.025	0.0	0.0	0.0	0.0204082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.05	0.0	0.0	0.0105263	0.0072993	0.0	0.020202	0.0184049	0.011976	0.0143885	
Black-naped Oriole (<em class="sci">Oriolus chinensis</em>)	0.2040816	0.2044199	0.2359551	0.2036364	0.2436548	0.1565657	0.2544379	0.1621622	0.1952663	0.1690647	0.2139303	0.2253086	0.1479821	0.1282051	0.0875	0.0930233	0.025974	0.0075758	0.025	0.0291262	0.0606061	0.037037	0.0408163	0.0	0.0	0.0	0.0454545	0.0	0.25	0.0015	0.0	0.0	0.0	0.1034483	0.0	0.0	0.0967742	0.0175439	0.075	0.2957746	0.1698113	0.1368421	0.1240876	0.2659574	0.2424242	0.208589	0.2335329	0.2014388	
Black-hooded Oriole (<em class="sci">Oriolus xanthornus</em>)	0.2789116	0.4088398	0.3820225	0.3636364	0.3857868	0.4242424	0.3431953	0.3603604	0.3934911	0.4352518	0.4378109	0.4537037	0.3452915	0.3247863	0.4375	0.4108527	0.2857143	0.4924242	0.3375	0.3398058	0.3636364	0.1851852	0.2857143	0.2051282	0.1481481	0.3636364	0.4545455	0.2954545	0.25	0.3809524	0.75	0.1538462	0.4444444	0.2413793	0.5	0.578125	0.3870968	0.3333333	0.375	0.3098592	0.4150943	0.2421053	0.2408759	0.3723404	0.1919192	0.3312883	0.2155689	0.3381295	
Maroon Oriole (<em class="sci">Oriolus traillii</em>)	0.0	0.0	0.0	0.0	0.0050761	0.0	0.0	0.0	0.0	0.0071942	0.0049751	0.0	0.0044843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
old world oriole sp. (<em class="sci">Oriolus sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0106383	0.020202	0.0	0.005988	0.0035971	
Ashy Woodswallow (<em class="sci">Artamus fuscus</em>)	0.1020408	0.1160221	0.1179775	0.1490909	0.177665	0.2020202	0.1893491	0.1126126	0.0532544	0.0359712	0.0348259	0.0246914	0.0089686	0.017094	0.0125	0.0155039	0.0	0.030303	0.0	0.0194175	0.0	0.0	0.0408163	0.025641	0.037037	0.0454545	0.0454545	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.109375	0.0967742	0.1052632	0.1	0.2535211	0.3584906	0.2	0.189781	0.3085106	0.1919192	0.2638037	0.1077844	0.1798561	
Large Woodshrike (<em class="sci">Tephrodornis virgatus</em>)	0.1088435	0.1712707	0.1629213	0.1636364	0.1928934	0.2171717	0.2130178	0.2072072	0.2071006	0.2517986	0.2487562	0.2530864	0.1793722	0.1880342	0.175	0.1395349	0.1168831	0.2575758	0.125	0.0679612	0.2121212	0.0	0.2244898	0.0512821	0.037037	0.1818182	0.2272727	0.0909091	0.0	0.047619	0.0	0.0	0.2222222	0.2068966	0.0	0.328125	0.1935484	0.122807	0.075	0.1549296	0.3018868	0.0526316	0.0875912	0.0425532	0.1313131	0.0858896	0.1077844	0.1079137	
Bar-winged Flycatcher-shrike (<em class="sci">Hemipus picatus</em>)	0.0884354	0.198895	0.1910112	0.16	0.177665	0.2121212	0.1597633	0.1486486	0.1923077	0.1870504	0.2089552	0.1759259	0.1390135	0.1196581	0.1125	0.1472868	0.0779221	0.1439394	0.0875	0.1359223	0.0909091	0.037037	0.2244898	0.025641	0.0740741	0.0454545	0.1363636	0.1136364	0.0	0.047619	0.0	0.0769231	0.4444444	0.2068966	0.0	0.171875	0.1612903	0.0701754	0.275	0.1971831	0.2075472	0.1578947	0.1386861	0.106383	0.1616162	0.1595092	0.1437126	0.1223022	
Common Iora (<em class="sci">Aegithina tiphia</em>)	0.1768707	0.2762431	0.2696629	0.2581818	0.2385787	0.2575758	0.260355	0.2342342	0.2840237	0.3345324	0.278607	0.2777778	0.2690583	0.2564103	0.25	0.3333333	0.2077922	0.3560606	0.325	0.2815534	0.3636364	0.2592593	0.3877551	0.3076923	0.2222222	0.5454545	0.4545455	0.3409091	0.5	0.2380952	0.25	0.3076923	0.4444444	0.2758621	0.3125	0.546875	0.483871	0.2982456	0.175	0.2535211	0.3773585	0.1789474	0.2335766	0.3191489	0.2323232	0.2822086	0.1916168	0.2086331	
Great Iora (<em class="sci">Aegithina lafresnayei</em>)	0.244898	0.2762431	0.3314607	0.2836364	0.3604061	0.2575758	0.3254438	0.3108108	0.3195266	0.3597122	0.3482587	0.3395062	0.2825112	0.2051282	0.2125	0.2790698	0.2207792	0.3560606	0.3625	0.2912621	0.3030303	0.1111111	0.4081633	0.2564103	0.1481481	0.4090909	0.5	0.25	0.25	0.2380952	0.5	0.4615385	0.4444444	0.3448276	0.125	0.53125	0.2580645	0.4385965	0.4	0.4788732	0.3962264	0.4315789	0.3065693	0.4042553	0.3434343	0.398773	0.2874251	0.3021583	
Malaysian Pied-Fantail (<em class="sci">Rhipidura javanica</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0059172	0.0	0.0029586	0.0	0.0	0.0015	0.0044843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0344828	0.0625	0.0	0.0	0.0	0.0	0.0	0.0188679	0.0210526	0.0	0.0	0.010101	0.0184049	0.0179641	0.0	
Black Drongo (<em class="sci">Dicrurus macrocercus</em>)	0.1428571	0.1104972	0.1179775	0.08	0.1370558	0.0909091	0.1360947	0.1171171	0.1213018	0.1546763	0.1442786	0.0617284	0.0717489	0.1709402	0.125	0.0620155	0.012987	0.1136364	0.1	0.1650485	0.030303	0.0	0.0816327	0.1282051	0.1111111	0.2727273	0.1363636	0.0454545	0.25	0.047619	0.0	0.0015	0.0	0.0	0.125	0.03125	0.0322581	0.0350877	0.15	0.056338	0.1698113	0.1368421	0.0583942	0.0638298	0.1111111	0.0797546	0.1556886	0.1223022	
Ashy Drongo (<em class="sci">Dicrurus leucophaeus</em>)	0.4761905	0.5359116	0.6067416	0.5272727	0.5837563	0.5606061	0.5029586	0.4459459	0.464497	0.442446	0.3631841	0.4197531	0.264574	0.2820513	0.325	0.2868217	0.2337662	0.4772727	0.25	0.2330097	0.3333333	0.1851852	0.2244898	0.3076923	0.2222222	0.3636364	0.5	0.2954545	1.0	0.3809524	0.75	0.3846154	0.4444444	0.3448276	0.75	0.609375	0.4193548	0.6140351	0.6	0.6197183	0.4528302	0.4315789	0.4379562	0.606383	0.5151515	0.5766871	0.4311377	0.5	
Black/Ashy Drongo (<em class="sci">Dicrurus macrocercus/leucophaeus</em>)	0.0204082	0.0165746	0.0	0.0	0.0	0.0151515	0.0059172	0.0	0.0029586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0	0.1363636	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0140845	0.0188679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Crow-billed Drongo (<em class="sci">Dicrurus annectens</em>)	0.0	0.0055249	0.011236	0.0036364	0.0	0.0	0.0	0.0	0.0	0.0	0.0049751	0.0030864	0.0089686	0.0	0.025	0.0077519	0.0	0.0075758	0.0	0.0	0.0606061	0.0	0.0204082	0.0769231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0188679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bronzed Drongo (<em class="sci">Dicrurus aeneus</em>)	0.4217687	0.4640884	0.511236	0.4072727	0.4263959	0.469697	0.4023669	0.3198198	0.3816568	0.4208633	0.4029851	0.4197531	0.4035874	0.3162393	0.275	0.3178295	0.3246753	0.4015152	0.4625	0.3592233	0.6060606	0.4444444	0.4897959	0.2564103	0.2592593	0.4545455	0.5	0.4318182	0.25	0.3333333	0.75	0.4615385	0.4444444	0.3793103	0.4375	0.484375	0.4193548	0.4210526	0.425	0.4929577	0.5283019	0.3157895	0.2408759	0.3723404	0.3232323	0.4355828	0.2994012	0.2985612	
Lesser Racket-tailed Drongo (<em class="sci">Dicrurus remifer</em>)	0.0068027	0.0276243	0.0280899	0.0290909	0.0659898	0.0555556	0.0236686	0.036036	0.0266272	0.0107914	0.0049751	0.0092593	0.0179372	0.034188	0.025	0.0232558	0.012987	0.0378788	0.025	0.0485437	0.0606061	0.0740741	0.0204082	0.025641	0.0740741	0.0454545	0.0909091	0.0454545	0.25	0.047619	0.25	0.0769231	0.3333333	0.0344828	0.0625	0.0	0.0	0.0	0.0	0.0422535	0.1320755	0.0210526	0.0218978	0.0212766	0.040404	0.0552147	0.0419162	0.0323741	
Hair-crested Drongo (<em class="sci">Dicrurus hottentottus</em>)	0.1360544	0.1491713	0.1573034	0.1418182	0.142132	0.0858586	0.1065089	0.0540541	0.0443787	0.0719424	0.0447761	0.037037	0.0179372	0.017094	0.0015	0.0155039	0.0	0.0151515	0.0	0.0097087	0.1212121	0.0740741	0.1020408	0.0512821	0.0	0.0	0.0909091	0.1136364	0.0	0.0952381	0.0	0.0	0.7777778	0.2758621	0.25	0.125	0.3548387	0.122807	0.175	0.2816901	0.3018868	0.1263158	0.1313869	0.212766	0.2525253	0.2208589	0.1676647	0.1582734	
Greater Racket-tailed Drongo (<em class="sci">Dicrurus paradiseus</em>)	0.4693878	0.4309392	0.5505618	0.4254545	0.4923858	0.479798	0.4733728	0.3918919	0.464497	0.5035971	0.4975124	0.4722222	0.4349776	0.5128205	0.5125	0.4651163	0.4155844	0.7045455	0.5375	0.4854369	0.5757576	0.5555556	0.6530612	0.4615385	0.3703704	0.6818182	0.7727273	0.4090909	0.5	0.2857143	0.5	0.3076923	0.5555556	0.3793103	0.75	0.53125	0.483871	0.4385965	0.55	0.5774648	0.5283019	0.4736842	0.3430657	0.4361702	0.4848485	0.5276074	0.4491018	0.471223	
Lesser/Greater Racket-tailed Drongo (<em class="sci">Dicrurus remifer/paradiseus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0344828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0106383	0.020202	0.006135	0.005988	0.0035971	
drongo sp. (<em class="sci">Dicrurus sp.</em>)	0.0	0.0055249	0.0	0.0	0.0	0.010101	0.0118343	0.0	0.0029586	0.0071942	0.0	0.0030864	0.0044843	0.0	0.0	0.0155039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1025641	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0175439	0.025	0.0	0.0	0.0105263	0.0072993	0.0106383	0.010101	0.0184049	0.0	0.0143885	
Black-naped Monarch (<em class="sci">Hypothymis azurea</em>)	0.244898	0.3038674	0.3707865	0.2581818	0.3705584	0.3080808	0.3136095	0.2297297	0.2928994	0.2410072	0.2139303	0.1296296	0.1165919	0.025641	0.075	0.1472868	0.1168831	0.2045455	0.1375	0.1165049	0.1515152	0.2592593	0.244898	0.1282051	0.0740741	0.0909091	0.1818182	0.1136364	0.0	0.0952381	0.0	0.0015	0.4444444	0.3448276	0.0625	0.109375	0.0967742	0.122807	0.2	0.2676056	0.3207547	0.1684211	0.2408759	0.3297872	0.3030303	0.3251534	0.3293413	0.294964	
Black Paradise-Flycatcher (<em class="sci">Terpsiphone atrocaudata</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Amur Paradise-Flycatcher (<em class="sci">Terpsiphone incei</em>)	0.0	0.0	0.005618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0105263	0.0	0.0	0.0	0.0	0.0	0.0	
Blyth's Paradise-Flycatcher (<em class="sci">Terpsiphone affinis</em>)	0.0680272	0.0662983	0.0786517	0.0509091	0.0862944	0.1212121	0.0532544	0.027027	0.0236686	0.0035971	0.0099502	0.0154321	0.0403587	0.025641	0.025	0.0	0.0	0.0151515	0.0125	0.0291262	0.030303	0.037037	0.0408163	0.0	0.0	0.0454545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0350877	0.025	0.0140845	0.0188679	0.0210526	0.0364964	0.0531915	0.030303	0.1104294	0.0538922	0.0323741	
Amur/Blyth's/Indian Paradise-Flycatcher (<em class="sci">Terpsiphone incei/affinis/paradisi</em>)	0.0068027	0.0	0.011236	0.0036364	0.0050761	0.0050505	0.0177515	0.0135135	0.0029586	0.0	0.0	0.0	0.0	0.0	0.0	0.0077519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028169	0.0	0.0	0.0015	0.0	0.0	0.0	0.011976	0.0179856	
Tiger Shrike (<em class="sci">Lanius tigrinus</em>)	0.0136054	0.0110497	0.005618	0.0	0.0152284	0.0015	0.0059172	0.0	0.0029586	0.0035971	0.0	0.0	0.0	0.0	0.0	0.0077519	0.012987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.265625	0.1290323	0.0877193	0.075	0.0	0.0188679	0.0105263	0.0218978	0.0106383	0.0	0.006135	0.005988	0.0071942	
Brown Shrike (<em class="sci">Lanius cristatus</em>)	0.0408163	0.0662983	0.0786517	0.1054545	0.0812183	0.0757576	0.0946746	0.0900901	0.0976331	0.0719424	0.0845771	0.0987654	0.0493274	0.034188	0.025	0.0232558	0.025974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0344828	0.0	0.078125	0.0645161	0.1403509	0.175	0.1126761	0.0754717	0.0947368	0.0291971	0.0957447	0.1414141	0.0981595	0.0898204	0.118705	
Burmese Shrike (<em class="sci">Lanius collurioides</em>)	0.122449	0.0828729	0.1292135	0.1272727	0.0761421	0.0656566	0.0946746	0.045045	0.0680473	0.0323741	0.0497512	0.0432099	0.0493274	0.034188	0.0125	0.0155039	0.0	0.1136364	0.05	0.0291262	0.0909091	0.037037	0.122449	0.0769231	0.037037	0.0909091	0.0909091	0.0909091	0.25	0.0952381	0.0	0.0769231	0.2222222	0.1034483	0.125	0.078125	0.1290323	0.122807	0.1	0.1408451	0.1132075	0.1052632	0.0875912	0.0851064	0.1515152	0.0797546	0.1197605	0.0899281	
shrike sp. (<em class="sci">Laniidae sp.</em>)	0.0	0.0	0.005618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.037037	0.0	0.0454545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072993	0.0	0.010101	0.0	0.0	0.0	
Racket-tailed Treepie (<em class="sci">Crypsirina temia</em>)	0.2312925	0.3480663	0.2808989	0.2618182	0.2690355	0.2727273	0.295858	0.2612613	0.3017751	0.3705036	0.3134328	0.3796296	0.3587444	0.3675214	0.3625	0.372093	0.2987013	0.4772727	0.3375	0.3203883	0.3333333	0.1481481	0.4285714	0.2307692	0.2962963	0.5	0.5	0.3409091	0.25	0.2380952	0.5	0.2307692	0.4444444	0.2413793	0.25	0.375	0.3225806	0.3157895	0.3	0.4084507	0.3773585	0.2947368	0.2408759	0.3404255	0.3333333	0.3128834	0.239521	0.2374101	
Large-billed Crow (<em class="sci">Corvus macrorhynchos</em>)	0.122449	0.2044199	0.1741573	0.1309091	0.177665	0.1666667	0.147929	0.0990991	0.1775148	0.1402878	0.079602	0.117284	0.1121076	0.1367521	0.0875	0.0465116	0.0649351	0.1439394	0.075	0.1262136	0.0909091	0.1111111	0.0612245	0.0512821	0.037037	0.0454545	0.2272727	0.0454545	0.0	0.0	0.0015	0.0769231	0.1111111	0.137931	0.0625	0.234375	0.0015	0.1403509	0.1	0.1267606	0.1320755	0.0947368	0.0729927	0.1276596	0.0808081	0.0920245	0.1077844	0.1438849	
crow sp. (<em class="sci">Corvus sp. (crow sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0140845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035971	
Grey-headed Canary-Flycatcher (<em class="sci">Culicicapa ceylonensis</em>)	0.0544218	0.0276243	0.0449438	0.0145455	0.0406091	0.010101	0.0118343	0.0045045	0.0118343	0.0015	0.0	0.0030864	0.0	0.0	0.0	0.0	0.0	0.0151515	0.0125	0.0	0.0	0.0	0.0204082	0.0	0.0	0.0	0.0454545	0.0227273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0210526	0.0510949	0.0212766	0.0505051	0.0797546	0.0239521	0.0251799	
Indochinese Bushlark (<em class="sci">Plocealauda erythrocephala</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0059172	0.009009	0.0177515	0.0143885	0.0	0.0092593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Common Tailorbird (<em class="sci">Orthotomus sutorius</em>)	0.170068	0.2044199	0.2134831	0.2254545	0.1928934	0.1464646	0.1538462	0.1666667	0.1538462	0.1654676	0.1492537	0.1265432	0.1479821	0.1538462	0.125	0.1472868	0.0519481	0.2348485	0.125	0.3106796	0.3030303	0.037037	0.1428571	0.1794872	0.1481481	0.2272727	0.2727273	0.2727273	0.25	0.0952381	0.25	0.2307692	0.2222222	0.1724138	0.1875	0.328125	0.3225806	0.1754386	0.225	0.2535211	0.1320755	0.1894737	0.2116788	0.2021277	0.2727273	0.2331288	0.2095808	0.1942446	
Dark-necked Tailorbird (<em class="sci">Orthotomus atrogularis</em>)	0.2176871	0.281768	0.3707865	0.24	0.3553299	0.3434343	0.3136095	0.2612613	0.3017751	0.4172662	0.3631841	0.3580247	0.32287	0.3076923	0.3375	0.248062	0.2597403	0.4772727	0.2375	0.3009709	0.1818182	0.3703704	0.4489796	0.2564103	0.2222222	0.3181818	0.6818182	0.4090909	0.0	0.2380952	0.5	0.3846154	0.3333333	0.3793103	0.25	0.34375	0.1290323	0.2631579	0.4	0.2957746	0.3396226	0.1894737	0.2116788	0.3510638	0.3131313	0.3128834	0.2215569	0.2661871	
Ashy Tailorbird (<em class="sci">Orthotomus ruficeps</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	
tailorbird sp. (<em class="sci">Orthotomus sp.</em>)	0.0	0.0	0.0	0.0	0.0050761	0.0050505	0.0	0.0	0.0	0.0	0.0	0.0061728	0.0	0.008547	0.0	0.0077519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Rufescent Prinia (<em class="sci">Prinia rufescens</em>)	0.0884354	0.1160221	0.1123596	0.1236364	0.1218274	0.0757576	0.1183432	0.045045	0.1420118	0.1043165	0.0945274	0.0895062	0.0672646	0.1025641	0.1375	0.1627907	0.0519481	0.2272727	0.0875	0.1359223	0.1818182	0.1851852	0.3673469	0.1794872	0.0740741	0.2727273	0.3636364	0.2045455	0.25	0.1904762	0.75	0.2307692	0.4444444	0.2068966	0.0625	0.375	0.0967742	0.122807	0.225	0.0985915	0.0943396	0.0736842	0.0656934	0.106383	0.0505051	0.1104294	0.0778443	0.1223022	
Grey-breasted Prinia (<em class="sci">Prinia hodgsonii</em>)	0.0272109	0.0441989	0.011236	0.0109091	0.0015	0.0	0.0059172	0.0045045	0.0029586	0.0179856	0.0099502	0.0216049	0.0179372	0.025641	0.0375	0.0155039	0.025974	0.030303	0.05	0.0485437	0.0606061	0.1111111	0.1428571	0.025641	0.037037	0.0909091	0.0	0.0015	0.0	0.0	0.0	0.0769231	0.1111111	0.137931	0.0625	0.0	0.0322581	0.0526316	0.0015	0.0	0.0	0.0	0.0	0.0015	0.010101	0.006135	0.011976	0.0107914	
Yellow-bellied Prinia (<em class="sci">Prinia flaviventris</em>)	0.0272109	0.0165746	0.0393258	0.0290909	0.0203046	0.030303	0.0177515	0.0315315	0.0532544	0.057554	0.0298507	0.0740741	0.044843	0.017094	0.025	0.0465116	0.012987	0.0530303	0.125	0.0776699	0.0909091	0.037037	0.1020408	0.025641	0.0740741	0.1818182	0.0	0.0681818	0.0	0.047619	0.0	0.0769231	0.1111111	0.1034483	0.0	0.015625	0.0	0.0	0.0015	0.028169	0.0188679	0.0315789	0.0145985	0.0531915	0.030303	0.0429448	0.0239521	0.0251799	
Plain Prinia (<em class="sci">Prinia inornata</em>)	0.0068027	0.038674	0.0393258	0.0181818	0.0761421	0.030303	0.0473373	0.0675676	0.0739645	0.028777	0.0348259	0.0648148	0.0358744	0.017094	0.025	0.0465116	0.012987	0.0378788	0.1	0.1067961	0.0606061	0.0740741	0.1428571	0.025641	0.037037	0.0	0.0	0.0454545	0.0	0.0	0.25	0.0769231	0.1111111	0.0689655	0.0625	0.015625	0.0322581	0.0175439	0.0015	0.0704225	0.0	0.0315789	0.0364964	0.0106383	0.0606061	0.0674847	0.0538922	0.0647482	
prinia sp. (<em class="sci">Prinia sp.</em>)	0.0136054	0.0	0.0	0.0	0.0	0.0050505	0.0015	0.0	0.0029586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035971	
