









Frequency of observations in the selected location(s).:
Number of taxa: 	451

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Green Sandpiper (<em class="sci">Tringa ochropus</em>)	0.0136054	0.0110497	0.0168539	0.0	0.0101523	0.010101	0.0177515	0.0	0.0059172	0.0035971	0.0049751	0.0092593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.010101	0.006135	0.0299401	0.0467626	
Marsh Sandpiper (<em class="sci">Tringa stagnatilis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wood Sandpiper (<em class="sci">Tringa glareola</em>)	0.0136054	0.0055249	0.0505618	0.0036364	0.0152284	0.0050505	0.0177515	0.0045045	0.0059172	0.0143885	0.0099502	0.0092593	0.0134529	0.008547	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.011976	0.0503597	
Spotted Redshank (<em class="sci">Tringa erythropus</em>)	0.0	0.0055249	0.0	0.0	0.0050761	0.0050505	0.0118343	0.0	0.0	0.0	0.0	0.0	0.0044843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0143885	
Common Greenshank (<em class="sci">Tringa nebularia</em>)	0.0015	0.0110497	0.0224719	0.0072727	0.0101523	0.0050505	0.0118343	0.0045045	0.0029586	0.0071942	0.0099502	0.0092593	0.0044843	0.008547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072993	0.0	0.0	0.006135	0.0239521	0.0359712	
Yellow-legged Buttonquail (<em class="sci">Turnix tanki</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0059172	0.0035971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0291262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0210526	0.0072993	0.0	0.0	0.0	0.0	0.0035971	
Barred Buttonquail (<em class="sci">Turnix suscitator</em>)	0.0	0.0055249	0.005618	0.0	0.0050761	0.0	0.0059172	0.0015	0.0088757	0.0	0.0149254	0.0185185	0.0	0.0	0.0015	0.0077519	0.0	0.0	0.0	0.0097087	0.0	0.0740741	0.0	0.0	0.0	0.0	0.0454545	0.0227273	0.0	0.047619	0.25	0.0015	0.0	0.0344828	0.0	0.0	0.0	0.0175439	0.0015	0.0	0.0188679	0.0	0.0	0.0	0.0	0.0	0.005988	0.0	
buttonquail sp. (<em class="sci">Turnix sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Oriental Pratincole (<em class="sci">Glareola maldivarum</em>)	0.0	0.0	0.0	0.0036364	0.0	0.0	0.0	0.0	0.0088757	0.0143885	0.0049751	0.0339506	0.0224215	0.017094	0.0125	0.0077519	0.012987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0322581	0.1052632	0.175	0.2112676	0.1698113	0.0736842	0.0364964	0.0106383	0.0	0.0	0.0	0.0	
shorebird sp. (<em class="sci">Charadriiformes sp. (shorebird sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029586	0.0035971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Whiskered Tern (<em class="sci">Chlidonias hybrida</em>)	0.0	0.0015	0.0	0.0	0.0050761	0.0	0.0	0.0	0.0	0.0	0.0	0.0030864	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Little Grebe (<em class="sci">Tachybaptus ruficollis</em>)	0.0068027	0.0055249	0.005618	0.0036364	0.0050761	0.0	0.0059172	0.009009	0.0059172	0.0	0.0015	0.0030864	0.0	0.0	0.0	0.0	0.0	0.0	0.0125	0.0194175	0.0	0.0015	0.0	0.0	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0105263	0.0	0.0106383	0.0	0.0	0.005988	0.0107914	
Asian Openbill (<em class="sci">Anastomus oscitans</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Asian Woolly-necked Stork (<em class="sci">Ciconia episcopus</em>)	0.0612245	0.0773481	0.0617978	0.0690909	0.0913706	0.1262626	0.112426	0.0720721	0.0650888	0.057554	0.0547264	0.037037	0.0538117	0.042735	0.0015	0.0077519	0.012987	0.0151515	0.0	0.0873786	0.030303	0.0015	0.1020408	0.0	0.0	0.0909091	0.0454545	0.0454545	0.5	0.047619	0.0	0.0769231	0.1111111	0.0	0.0	0.140625	0.0645161	0.1052632	0.075	0.1408451	0.0566038	0.0842105	0.1021898	0.0531915	0.1111111	0.1472393	0.1017964	0.1151079	
Lesser Adjutant (<em class="sci">Leptoptilos javanicus</em>)	0.0748299	0.0718232	0.1123596	0.0981818	0.1218274	0.1111111	0.1065089	0.0855856	0.0621302	0.0359712	0.0696517	0.0524691	0.0313901	0.025641	0.025	0.0015	0.012987	0.0075758	0.0125	0.0485437	0.1212121	0.0	0.0612245	0.0	0.037037	0.0	0.0	0.0681818	0.25	0.0	0.25	0.0015	0.0	0.0689655	0.0	0.03125	0.0	0.0526316	0.075	0.0422535	0.0	0.0015	0.1240876	0.0638298	0.1111111	0.0368098	0.1317365	0.1294964	
Painted Stork (<em class="sci">Mycteria leucocephala</em>)	0.0015	0.0165746	0.005618	0.0036364	0.0015	0.0	0.0015	0.009009	0.0029586	0.0	0.0049751	0.0030864	0.0	0.0015	0.0	0.0077519	0.012987	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0105263	0.0	0.0106383	0.0	0.0	0.011976	0.0395683	
Oriental Darter (<em class="sci">Anhinga melanogaster</em>)	0.0408163	0.0607735	0.0674157	0.0363636	0.0558376	0.0555556	0.0532544	0.0765766	0.0532544	0.0647482	0.0995025	0.0864198	0.0493274	0.034188	0.075	0.0775194	0.0519481	0.0530303	0.1625	0.1941748	0.2424242	0.1851852	0.1020408	0.0512821	0.1111111	0.0909091	0.0454545	0.0909091	0.0	0.047619	0.25	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.025	0.0	0.0188679	0.0315789	0.0510949	0.0425532	0.030303	0.0368098	0.0359281	0.0647482	
Little Cormorant (<em class="sci">Microcarbo niger</em>)	0.0204082	0.0607735	0.0898876	0.0218182	0.0659898	0.0353535	0.0473373	0.0315315	0.0384615	0.0323741	0.0696517	0.037037	0.0269058	0.025641	0.025	0.0310078	0.012987	0.0454545	0.1125	0.0776699	0.1212121	0.0740741	0.1020408	0.025641	0.1481481	0.0454545	0.1363636	0.0909091	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0105263	0.0072993	0.0319149	0.0	0.006135	0.0179641	0.0395683	
Indian Cormorant (<em class="sci">Phalacrocorax fuscicollis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
cormorant sp. (<em class="sci">Phalacrocoracidae sp.</em>)	0.0	0.0	0.0	0.0	0.0015	0.0050505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0077519	0.0	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-shouldered Ibis (<em class="sci">Pseudibis davisoni</em>)	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035971	
Black Bittern (<em class="sci">Botaurus flavicollis</em>)	0.0	0.0	0.0	0.0036364	0.0	0.0050505	0.0059172	0.0	0.0088757	0.0	0.0049751	0.0015	0.0044843	0.008547	0.0	0.0155039	0.0	0.0227273	0.0	0.1067961	0.0606061	0.037037	0.0408163	0.0	0.0	0.0	0.0454545	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015625	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0122699	0.0	0.0015	
Cinnamon Bittern (<em class="sci">Botaurus cinnamomeus</em>)	0.0272109	0.0220994	0.0280899	0.0072727	0.0507614	0.030303	0.0295858	0.027027	0.0384615	0.0251799	0.0199005	0.0339506	0.0179372	0.025641	0.025	0.0155039	0.025974	0.0151515	0.05	0.1456311	0.0606061	0.037037	0.0612245	0.0015	0.0	0.0909091	0.0454545	0.0454545	0.0	0.047619	0.25	0.0769231	0.0	0.0344828	0.0	0.015625	0.0	0.0526316	0.0	0.028169	0.0	0.0	0.0145985	0.0106383	0.040404	0.0368098	0.0239521	0.0503597	
Yellow Bittern (<em class="sci">Botaurus sinensis</em>)	0.0340136	0.0552486	0.0337079	0.0181818	0.0304569	0.0252525	0.0118343	0.0225225	0.0147929	0.0143885	0.0348259	0.0185185	0.0134529	0.008547	0.0125	0.0465116	0.012987	0.0227273	0.0875	0.0679612	0.030303	0.037037	0.0408163	0.0	0.0740741	0.0454545	0.0	0.0454545	0.0	0.0	0.0	0.0	0.0	0.0689655	0.0	0.0	0.0	0.0	0.05	0.028169	0.0188679	0.0210526	0.0072993	0.0319149	0.030303	0.0368098	0.0239521	0.0359712	
Black-crowned Night Heron (<em class="sci">Nycticorax nycticorax</em>)	0.0272109	0.0276243	0.0674157	0.0218182	0.0406091	0.030303	0.0532544	0.027027	0.0325444	0.0215827	0.0348259	0.0339506	0.0134529	0.017094	0.025	0.0155039	0.025974	0.0151515	0.0	0.0	0.030303	0.0	0.0	0.0	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0344828	0.0	0.0625	0.0	0.0526316	0.025	0.0	0.0377358	0.0315789	0.0291971	0.0425532	0.010101	0.0184049	0.0359281	0.0143885	
Malayan Night Heron (<em class="sci">Gorsachius melanolophus</em>)	0.0068027	0.0	0.0	0.0	0.0	0.0	0.0	0.0045045	0.0	0.0	0.0049751	0.0092593	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0125	0.0097087	0.030303	0.0015	0.0408163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0140845	0.0	0.0105263	0.0072993	0.0106383	0.0	0.006135	0.0	0.0107914	
Little Egret (<em class="sci">Egretta garzetta</em>)	0.1972789	0.1712707	0.2078652	0.2036364	0.213198	0.1363636	0.1952663	0.1216216	0.1005917	0.1294964	0.0845771	0.0771605	0.058296	0.025641	0.0125	0.0155039	0.012987	0.0227273	0.0125	0.0291262	0.030303	0.037037	0.0204082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.03125	0.1290323	0.1052632	0.075	0.1830986	0.1886792	0.1263158	0.1386861	0.0744681	0.1616162	0.2269939	0.1616766	0.1906475	
Little Heron (<em class="sci">Butorides atricapilla</em>)	0.0272109	0.0165746	0.0449438	0.0218182	0.0304569	0.020202	0.0236686	0.0315315	0.0177515	0.028777	0.0447761	0.0185185	0.0224215	0.0	0.0015	0.0155039	0.0	0.0151515	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015625	0.0	0.0526316	0.025	0.028169	0.0566038	0.0105263	0.0364964	0.0212766	0.030303	0.0552147	0.011976	0.0467626	
Chinese Pond-Heron (<em class="sci">Ardeola bacchus</em>)	0.3197279	0.3314917	0.4269663	0.3636364	0.3959391	0.2828283	0.4201183	0.2837838	0.3402367	0.294964	0.3333333	0.25	0.2466368	0.1794872	0.15	0.2093023	0.0649351	0.0454545	0.0625	0.0194175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0344828	0.0625	0.109375	0.1935484	0.1929825	0.15	0.3098592	0.245283	0.3157895	0.2773723	0.287234	0.4242424	0.398773	0.3592814	0.3669065	
pond-heron sp. (<em class="sci">Ardeola sp.</em>)	0.0408163	0.0331492	0.005618	0.0	0.0152284	0.0151515	0.0236686	0.0225225	0.0088757	0.0107914	0.0298507	0.0061728	0.0	0.0	0.0	0.0	0.0	0.0075758	0.0	0.0	0.030303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0350877	0.05	0.056338	0.0188679	0.0	0.0	0.0	0.0	0.0	0.0	0.0143885	
Eastern Cattle-Egret (<em class="sci">Ardea coromanda</em>)	0.1020408	0.0773481	0.1067416	0.0981818	0.0964467	0.1060606	0.1301775	0.0810811	0.112426	0.1007194	0.1393035	0.0987654	0.0941704	0.0598291	0.05	0.0387597	0.012987	0.030303	0.0	0.0194175	0.030303	0.0	0.0	0.0	0.0	0.0454545	0.0909091	0.0227273	0.0	0.0	0.0	0.0	0.0015	0.137931	0.0	0.015625	0.0645161	0.0877193	0.025	0.1126761	0.1320755	0.1578947	0.1167883	0.1170213	0.2323232	0.1288344	0.0479042	0.0935252	
Great Egret (<em class="sci">Ardea alba</em>)	0.1088435	0.0994475	0.1292135	0.1054545	0.1116751	0.0909091	0.1183432	0.1036036	0.1420118	0.0863309	0.0696517	0.0740741	0.0896861	0.042735	0.0125	0.0387597	0.038961	0.0530303	0.0	0.0194175	0.030303	0.037037	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0769231	0.0	0.0	0.0	0.0	0.0322581	0.0350877	0.075	0.056338	0.0377358	0.0736842	0.0583942	0.0744681	0.1010101	0.1104294	0.1137725	0.1294964	
Medium Egret (<em class="sci">Ardea intermedia</em>)	0.0884354	0.0773481	0.1123596	0.0727273	0.0913706	0.040404	0.0473373	0.0585586	0.0769231	0.0719424	0.0248756	0.0802469	0.0313901	0.0512821	0.025	0.0155039	0.012987	0.0454545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0769231	0.0	0.0	0.0625	0.0	0.0967742	0.122807	0.125	0.056338	0.0377358	0.0526316	0.1386861	0.0531915	0.1414141	0.0981595	0.0958084	0.1294964	
Grey Heron (<em class="sci">Ardea cinerea</em>)	0.0340136	0.0441989	0.0505618	0.0181818	0.035533	0.030303	0.035503	0.0315315	0.0295858	0.028777	0.0497512	0.0123457	0.0269058	0.017094	0.0015	0.0155039	0.012987	0.0075758	0.0375	0.038835	0.030303	0.037037	0.0	0.0	0.037037	0.0	0.0454545	0.0227273	0.0	0.0	0.0	0.0769231	0.0	0.0344828	0.0	0.0	0.0645161	0.0175439	0.025	0.028169	0.0188679	0.0105263	0.0145985	0.0319149	0.1111111	0.0613497	0.0359281	0.0503597	
Purple Heron (<em class="sci">Ardea purpurea</em>)	0.1020408	0.0883978	0.1067416	0.0690909	0.0558376	0.0757576	0.0946746	0.0945946	0.0710059	0.0647482	0.1044776	0.0709877	0.0717489	0.042735	0.075	0.0852713	0.038961	0.0530303	0.1875	0.2135922	0.1212121	0.0740741	0.1632653	0.0512821	0.1111111	0.2727273	0.1363636	0.1136364	0.25	0.2380952	0.5	0.2307692	0.0	0.0689655	0.125	0.03125	0.1290323	0.0350877	0.125	0.0704225	0.0188679	0.0842105	0.0729927	0.0425532	0.1111111	0.0797546	0.1377246	0.1258993	
Ardea sp. (<em class="sci">Ardea sp.</em>)	0.0068027	0.0	0.005618	0.0	0.0	0.0050505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
heron sp. (<em class="sci">Ardeidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072993	0.0	0.0	0.0	0.0	0.0	
white egret sp. (<em class="sci">Egretta/Ardea sp.</em>)	0.0136054	0.0	0.011236	0.0	0.0050761	0.010101	0.0	0.0045045	0.0029586	0.0071942	0.0099502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227273	0.0	0.0	0.0	0.0769231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010101	0.0	0.005988	0.0107914	
Osprey (<em class="sci">Pandion haliaetus</em>)	0.122449	0.1325967	0.1348315	0.1236364	0.1522843	0.1414141	0.1538462	0.1081081	0.1390533	0.1043165	0.1094527	0.0895062	0.058296	0.025641	0.0375	0.0465116	0.0	0.0530303	0.0625	0.0582524	0.0015	0.037037	0.0612245	0.025641	0.037037	0.0	0.0454545	0.0454545	0.0	0.0	0.0	0.0015	0.0	0.0689655	0.0	0.0	0.0	0.0877193	0.075	0.0985915	0.0188679	0.0947368	0.0948905	0.1808511	0.1212121	0.1288344	0.1197605	0.1618705	
Black-winged Kite (<em class="sci">Elanus caeruleus</em>)	0.0204082	0.0165746	0.0168539	0.0036364	0.0050761	0.0353535	0.0177515	0.0045045	0.0147929	0.0035971	0.0298507	0.0092593	0.0089686	0.017094	0.0125	0.0	0.0	0.0	0.0	0.0097087	0.0	0.037037	0.0	0.0	0.0	0.0454545	0.0454545	0.0015	0.0	0.0	0.0	0.0769231	0.0	0.0344828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0105263	0.0	0.0425532	0.010101	0.0	0.011976	0.0107914	
Jerdon's Baza (<em class="sci">Aviceda jerdoni</em>)	0.0	0.0	0.005618	0.0015	0.0	0.0050505	0.0236686	0.0135135	0.0029586	0.0035971	0.0049751	0.0030864	0.0089686	0.0	0.0	0.0	0.0	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0210526	0.0145985	0.0	0.0015	0.0122699	0.0	0.0071942	
Black Baza (<em class="sci">Aviceda leuphotes</em>)	0.0272109	0.0276243	0.0168539	0.0327273	0.0304569	0.0151515	0.035503	0.009009	0.0059172	0.0015	0.0298507	0.0061728	0.0	0.0015	0.0	0.0	0.0	0.0227273	0.025	0.0	0.0	0.037037	0.0204082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0422535	0.0	0.0105263	0.0364964	0.0531915	0.020202	0.0306748	0.0359281	0.0251799	
Oriental Honey-buzzard (<em class="sci">Pernis ptilorhynchus</em>)	0.0544218	0.0441989	0.0561798	0.04	0.0558376	0.0606061	0.0414201	0.0585586	0.0295858	0.0215827	0.0497512	0.0709877	0.0672646	0.008547	0.025	0.0232558	0.012987	0.030303	0.05	0.0097087	0.030303	0.037037	0.0408163	0.0	0.037037	0.0	0.0454545	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0704225	0.0566038	0.0105263	0.0015	0.0319149	0.030303	0.0184049	0.005988	0.0503597	
Crested Serpent-Eagle (<em class="sci">Spilornis cheela</em>)	0.0884354	0.1712707	0.1797753	0.1163636	0.142132	0.1414141	0.0887574	0.1171171	0.1360947	0.1294964	0.1492537	0.117284	0.103139	0.0940171	0.125	0.0620155	0.0909091	0.0833333	0.1625	0.1747573	0.0606061	0.1111111	0.0408163	0.025641	0.037037	0.0454545	0.0909091	0.0909091	0.0	0.0	0.25	0.1538462	0.0	0.0	0.0	0.046875	0.0645161	0.0701754	0.15	0.056338	0.1132075	0.0631579	0.080292	0.1276596	0.1010101	0.1288344	0.0718563	0.1438849	
Mountain Hawk-Eagle (<em class="sci">Nisaetus nipalensis</em>)	0.0068027	0.0	0.005618	0.0	0.0050761	0.0	0.0015	0.0015	0.0029586	0.0	0.0	0.0	0.0089686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020202	0.0	0.0	0.0	
Changeable Hawk-Eagle (<em class="sci">Nisaetus cirrhatus</em>)	0.0	0.0055249	0.011236	0.0072727	0.0	0.030303	0.0059172	0.0045045	0.0059172	0.0107914	0.0099502	0.0030864	0.0134529	0.0	0.0	0.0155039	0.0	0.0	0.025	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0454545	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0175439	0.0	0.0	0.0188679	0.0105263	0.0	0.0	0.0	0.0122699	0.005988	0.0035971	
Rufous-bellied Eagle (<em class="sci">Lophotriorchis kienerii</em>)	0.0015	0.0055249	0.011236	0.0036364	0.0	0.0050505	0.0059172	0.009009	0.0	0.0035971	0.0099502	0.0030864	0.0	0.0	0.0	0.0	0.0	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0140845	0.0	0.0105263	0.0	0.0015	0.0	0.0	0.0	0.0035971	
Crested Goshawk (<em class="sci">Lophospiza trivirgata</em>)	0.0068027	0.0773481	0.0730337	0.0545455	0.0609137	0.040404	0.0828402	0.1081081	0.1005917	0.0647482	0.0746269	0.0833333	0.0403587	0.0015	0.0375	0.0155039	0.012987	0.0151515	0.0875	0.0194175	0.0	0.0	0.0612245	0.0	0.037037	0.0	0.0	0.0227273	0.0	0.0	0.0	0.0015	0.1111111	0.0344828	0.0	0.125	0.0	0.0175439	0.1	0.084507	0.1132075	0.0631579	0.0437956	0.0531915	0.0606061	0.0674847	0.0299401	0.0215827	
Shikra (<em class="sci">Tachyspiza badia</em>)	0.0340136	0.0220994	0.0561798	0.04	0.0456853	0.0757576	0.0532544	0.0765766	0.056213	0.0863309	0.079602	0.0401235	0.0403587	0.034188	0.05	0.0077519	0.025974	0.0227273	0.0125	0.0485437	0.030303	0.1111111	0.0408163	0.0015	0.0740741	0.0454545	0.1363636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0350877	0.0	0.0140845	0.0188679	0.0315789	0.0145985	0.0319149	0.030303	0.0368098	0.0359281	0.0683453	
Accipitrine hawk sp. (former Accipiter sp.) (<em class="sci">Aerospiza/Tachyspiza/Accipiter/Astur sp.</em>)	0.0136054	0.0	0.005618	0.0036364	0.0101523	0.0	0.0059172	0.0045045	0.0029586	0.0	0.0	0.0030864	0.0	0.008547	0.0	0.0077519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0175439	0.0	0.0140845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0071942	
Eastern Marsh Harrier (<em class="sci">Circus spilonotus</em>)	0.0136054	0.0055249	0.005618	0.0109091	0.0101523	0.0	0.0	0.0015	0.0059172	0.0035971	0.0049751	0.0030864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0175439	0.0	0.0	0.0	0.0105263	0.0	0.0106383	0.0	0.0122699	0.0	0.0107914	
Pied Harrier (<em class="sci">Circus melanoleucos</em>)	0.0015	0.0	0.011236	0.0036364	0.0	0.0050505	0.0	0.0045045	0.0	0.0015	0.0049751	0.0092593	0.0	0.0	0.0	0.0077519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072993	0.0	0.010101	0.006135	0.0015	0.0	
harrier sp. (<em class="sci">Circus sp.</em>)	0.0	0.0	0.0	0.0	0.0050761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0291262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035971	
