









Frequency of observations in the selected location(s).:
Number of taxa: 	123

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Sample Size:	10.0	10.0	6.0	4.0	5.0	4.0	8.0	5.0	5.0	6.0	5.0	9.0	6.0	7.0	9.0	12.0	7.0	5.0	6.0	14.0	8.0	5.0	3.0	8.0	3.0	7.0	4.0	7.0	2.0	3.0	4.0	7.0	6.0	7.0	4.0	8.0	5.0	4.0	6.0	9.0	6.0	11.0	8.0	5.0	13.0	9.0	5.0	9.0	

Australian Reed Warbler (<em class="sci">Acrocephalus australis</em>)	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Welcome Swallow (<em class="sci">Hirundo neoxena</em>)	0.0	0.2	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.3333333	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.5	0.3333333	0.25	0.2857143	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0	0.1666667	0.0	0.125	0.0	0.0	0.0	0.0	0.0	
Tree Martin (<em class="sci">Petrochelidon nigricans</em>)	0.2	0.0	0.1666667	0.0	0.2	0.0	0.125	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0	0.125	0.0	0.0	0.0	0.0	0.1428571	0.25	0.0	0.0	0.0	0.0	0.1428571	0.3333333	0.1428571	0.0	0.125	0.0	0.0	0.3333333	0.0	0.1666667	0.0909091	0.125	0.0	0.1538462	0.1111111	0.0	0.1111111	
Fairy/Tree Martin (<em class="sci">Petrochelidon ariel/nigricans</em>)	0.0	0.0	0.1666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	
Silvereye (<em class="sci">Zosterops lateralis</em>)	0.6	0.5	0.5	0.25	0.4	0.0	0.125	0.2	0.4	0.1666667	0.4	0.1111111	0.3333333	0.4285714	0.8888889	0.3333333	0.5714286	0.4	0.8333333	0.4285714	0.375	0.4	0.6666667	0.625	0.6666667	0.4285714	0.75	0.2857143	0.5	0.6666667	0.25	0.4285714	0.5	0.1428571	0.0	0.5	0.4	0.25	0.5	0.5555556	0.6666667	0.6363636	0.5	0.2	0.6153846	0.5555556	0.0	0.2222222	
Common Starling (<em class="sci">Sturnus vulgaris</em>)	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bassian Thrush (<em class="sci">Zoothera lunulata</em>)	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.3333333	0.125	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Blackbird (<em class="sci">Turdus merula</em>)	0.2	0.7	0.6666667	0.25	0.4	0.25	0.125	0.0	0.0	0.0	0.2	0.0	0.1666667	0.0	0.3333333	0.0833333	0.1428571	0.2	0.3333333	0.1428571	0.125	0.0	0.6666667	0.25	0.3333333	0.2857143	0.5	0.1428571	0.0	0.3333333	0.25	0.4285714	0.1666667	0.4285714	0.25	0.25	0.4	0.5	0.5	0.4444444	0.8333333	0.4545455	0.625	0.6	0.6923077	0.5555556	0.4	0.3333333	
Mistletoebird (<em class="sci">Dicaeum hirundinaceum</em>)	0.1	0.2	0.1666667	0.25	0.0	0.5	0.125	0.0	0.0	0.1666667	0.0	0.0	0.0015	0.1428571	0.4444444	0.0	0.0	0.2	0.1666667	0.0714286	0.125	0.0	0.3333333	0.25	0.3333333	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.3333333	0.0	0.0015	0.0	0.2	0.0	0.1666667	0.2222222	0.1666667	0.0909091	0.125	0.0	0.1538462	0.3333333	0.0	0.0	
Red-browed Finch (<em class="sci">Neochmia temporalis</em>)	0.1	0.4	0.5	0.0	0.4	0.75	0.25	0.8	0.4	0.3333333	0.6	0.3333333	0.3333333	0.4285714	0.5555556	0.0833333	0.1428571	0.0	0.1666667	0.2142857	0.25	0.2	0.3333333	0.25	0.3333333	0.1428571	0.25	0.4285714	0.5	0.0	0.25	0.1428571	0.3333333	0.2857143	0.0	0.5	0.2	0.25	0.0015	0.1111111	0.3333333	0.5454545	0.25	0.0	0.2307692	0.4444444	0.0	0.1111111	
House Sparrow (<em class="sci">Passer domesticus</em>)	0.0	0.2	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1538462	0.0	0.0	0.0	
European Greenfinch (<em class="sci">Chloris chloris</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
European Goldfinch (<em class="sci">Carduelis carduelis</em>)	0.0	0.0	0.0	0.0	0.2	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0015	0.1666667	0.0	0.125	0.0	0.0769231	0.1111111	0.0	0.0	
bird sp. (<em class="sci">Aves sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	

